mission_id,disaster_id,mission_name,organization,priority_level,mission_status,country,disaster_type,personnel_count,supplies_shipped,last_updated_by,mission_notes
3cdc04e2-15df-427b-88a5-a4ab3f895fe9,2014-0090-LBR,USAID Response - Liberia -Epidemic -2014-03-21,USAID,Low,Planned,Liberia,Epidemic,51,"Medicines, Cold Chain Equipment",Hotel manager,Today race although million describe hair bar painting.
205fa0a1-e9c0-41ae-a0b3-61e84bd571ad,2019-0155-IND,UNICEF Response - India -Storm -2019-04-16,UNICEF,Medium,En Route,India,Storm,75,"Medical Kits, Tarps",Toxicologist,Record than send really read until condition form.
796d34af-2b38-4da5-8139-865cab606519,2022-0465-HUN,Red Cross Response - Hungary -Extreme temperature -2022-05-30,Red Cross,Low,On Site,Hungary,Extreme temperature,67,"Water Purification Tablets, Medical Kits",Research scientist (life sciences),Southern thank concern forget raise but space herself fear available.
c830d8dc-5c97-4ae0-835a-1409cd1f1a00,2025-0426-SDN,Red Cross Response - Sudan -Collapse (Industrial) -2024-06-29,Red Cross,Medium,Planned,Sudan,Collapse (Industrial),29,"Food Rations, Water Purification Tablets",Editorial assistant,Leave write but section out number continue line significant fine let day begin.
e866380f-f591-4fdb-8d51-570b5f6e4f90,2011-9363-USA,WFP Response - United States of America -Drought -2011-01-01,WFP,High,Completed,United States,Drought,73,"Water Containers, Livelihood Support Kits",Ceramics designer,Short number any agency whether her store best production compare bank there.
2a1fd078-ac50-494b-98e6-ff02659889a6,2015-0015-ZWE,Doctors Without Borders Response - Zimbabwe -Road -2015-01-18,Doctors Without Borders,High,Planned,Zimbabwe,Road,56,"Medical Kits, Food Rations",Chief Executive Officer,Any front do us budget between visit describe similar question dream production offer.
65b1a45d-7b28-4f4e-80b8-23ee1ec41506,2006-0260-USA,WFP Response - United States of America -Flood -2006-05-11,WFP,Critical,En Route,United States,Flood,99,"Hygiene Kits, Temporary Shelters",Research officer political party,Better Republican decade site maybe attack.
a892bd5a-74b2-47ec-879b-7edc7cb8150d,2001-0758-PHL,WFP Response - Philippines -Storm -2001-12-05,WFP,Critical,Planned,Philippines,Storm,65,"Medical Kits, Emergency Power Units",Freight forwarder,Decision color low adult front begin.
eee094de-fdd5-4c96-853b-726022060551,2018-0266-TGO,USAID Response - Togo -Road -2018-07-27,USAID,Medium,Planned,Togo,Road,27,"Medical Kits, Food Rations",Clinical research associate,Address store reveal throughout fire number out sit raise improve song.
56acaea2-6d04-4dd7-9f9f-87abc2e4f651,2000-0333-MEX,WFP Response - Mexico -Flood -2000-06-10,WFP,Medium,Planned,Mexico,Flood,109,"Temporary Shelters, Water Purification Tablets",Insurance risk surveyor,Hit try join these only building light each.
9831d5df-6813-4987-bb20-4ff647ccbfa4,2007-0705-MMR,Red Cross Response - Myanmar -Water -2007-11-13,Red Cross,Medium,Planned,Burma,Water,107,"Medical Kits, Water Purification Tablets",Editor film/video,Into federal role up deep special.
cd6fd0e1-6377-4eb8-a726-6e7cf7a7f91c,2016-0489-MYS,UNICEF Response - Malaysia -Flood -2016-11-28,UNICEF,High,Planned,Malaysia,Flood,92,"Food Rations, Hygiene Kits",Engineer building services,Rest kid kitchen another if measure recently add opportunity individual information production seat.
ed6f1e77-cdba-4658-81bd-ea09e6d7684c,2008-0574-BOL,USAID Response - Bolivia (Plurinational State of) -Road -2008-12-20,USAID,Low,En Route,Bolivia,Road,47,"Food Rations, Medical Kits",Risk manager,International team adult another about author message term guy.
30a40b63-45c5-41bd-a0ad-fb0a25fa3a72,2009-0484-TZA,WFP Response - United Republic of Tanzania -Flood -2009-11-10,WFP,Medium,On Site,Tanzania,Flood,75,"Water Purification Tablets, Hygiene Kits",Telecommunications researcher,Since open wonder world increase college today remember weight wear.
c6896ba6-2b03-4b15-8d60-6e8066ebc7f7,2017-0319-NZL,WFP Response - New Zealand -Storm -2017-07-21,WFP,Low,En Route,New Zealand,Storm,17,"Emergency Power Units, Medical Kits",Therapist speech and language,Imagine buy page treat interview view then country.
3b2b3882-6ed2-4fc1-abc6-e881c088f3cf,2019-0461-YEM,USAID Response - Yemen -Flood -2019-07-31,USAID,Low,Planned,Yemen,Flood,5,"Hygiene Kits, Water Purification Tablets",Education administrator,Area stop message analysis however still.
8cbf6040-ee50-4e67-a05e-d43e2b125d33,2018-9469-MRT,WFP Response - Mauritania -Drought -2018-03-01,WFP,High,Completed,Mauritania,Drought,93,"Food Rations, Nutrition Supplements",Drilling engineer,Some amount western hot hair glass data suggest city.
b027254a-e2db-4b13-97b0-00cc17fb2e39,2024-0544-SDN,USAID Response - Sudan -Flood -2024-06-01,USAID,High,Completed,Sudan,Flood,57,"Hygiene Kits, Water Purification Tablets",Engineer automotive,System just easy argue walk window then religious record politics environment.
65ec7666-e2a7-4fd8-9254-2d0330642d82,2014-0494-MYS,UNICEF Response - Malaysia -Flood -2014-12-16,UNICEF,Medium,Completed,Malaysia,Flood,83,"Hygiene Kits, Temporary Shelters",Heritage manager,Draw article energy indicate six service treat feeling something form.
1192c478-c45b-4483-a75e-c0b59864f758,2018-0357-TZA,Red Cross Response - United Republic of Tanzania -Water -2018-09-20,Red Cross,Low,En Route,Tanzania,Water,29,"Food Rations, Water Purification Tablets",Restaurant manager fast food,Worker response entire same word and exist interview without.
3d94fcaa-6880-4f78-8869-b5cba0eb782e,2018-0159-CHN,WFP Response - China -Flood -2018-05-07,WFP,Medium,Completed,China,Flood,103,"Water Purification Tablets, Temporary Shelters",Product/process development scientist,Head fear brother degree campaign parent those meet third white behind number.
78ccc003-8994-48a2-85d8-3152f24516a3,2001-0050-CMR,UNICEF Response - Cameroon -Epidemic -2001-01-01,UNICEF,Medium,Completed,Cameroon,Epidemic,68,"Medicines, PPE",Industrial buyer,Pass wall country agree early laugh nearly assume morning.
9128a48b-3ba8-4b2f-9713-fc6502e3021a,2005-0815-ZMB,UNICEF Response - Zambia -Flood -2005-11-01,UNICEF,Low,On Site,Zambia,Flood,41,"Hygiene Kits, Temporary Shelters",Tree surgeon,These suddenly later street Mr wonder join cost nor sell thing.
37579b4c-ab72-4ee7-8358-f2fe2cbe6ab5,2010-9253-BOL,WFP Response - Bolivia (Plurinational State of) -Drought -2010-06-01,WFP,Critical,Planned,Bolivia,Drought,18,"Livelihood Support Kits, Water Containers",Careers adviser,They reduce wind with dark nor kid drop pull.
c22365d2-4add-434e-a16d-26189f0fde66,2009-0414-PHL,Red Cross Response - Philippines -Storm -2009-09-24,Red Cross,Critical,Planned,Philippines,Storm,14,"Tarps, Medical Kits",Naval architect,Production letter within officer throughout sport choose sell realize generation hope who.
7b9b3f99-e02e-46dc-a847-30593bc334b9,2006-0045-AFG,UNICEF Response - Afghanistan -Mass movement (wet) -2006-01-31,UNICEF,High,Completed,Afghanistan,Mass movement (wet),30,"Food Rations, Water Purification Tablets",Research officer political party,Someone standard responsibility impact maybe on.
f2402dcf-9b97-41ed-b9ba-bb7c2fc118c5,2018-0231-COD,WFP Response - Democratic Republic of the Congo -Road -2018-07-24,WFP,Low,En Route,Congo (Kinshasa),Road,99,"Medical Kits, Food Rations",Teacher primary school,Push city organization growth partner remain top memory measure teacher wide.
890b35e3-08a3-4633-806f-e58eec1e674d,2007-0022-PHL,USAID Response - Philippines -Flood -2007-01-10,USAID,Low,Completed,Philippines,Flood,79,"Hygiene Kits, Food Rations",Retail manager,Operation myself his sister study fall.
9220dec9-5efb-49df-89e9-ed5d387b9291,2017-0507-KOR,Doctors Without Borders Response - Republic of Korea -Water -2017-12-03,Doctors Without Borders,Critical,En Route,"Korea, South",Water,54,"Medical Kits, Water Purification Tablets",Occupational therapist,Former behavior late ask team fire wall politics some.
2e1559f6-3c5d-43ca-a4c0-82723da39d55,2003-0391-SVK,WFP Response - Slovakia -Extreme temperature -2003-07-01,WFP,High,On Site,Slovakia,Extreme temperature,30,"Medical Kits, Water Purification Tablets",Biomedical engineer,Magazine best major issue fall behind camera relate.
6808f62e-5a77-4314-b633-d64acb207ef3,2015-0018-MEX,WFP Response - Mexico -Road -2015-01-27,WFP,Low,On Site,Mexico,Road,22,"Medical Kits, Food Rations",Air traffic controller,Like write scientist carry increase job treat effort positive edge.
c6a2075a-1c53-47a0-b170-a3324e84bd88,2024-0681-JPN,Red Cross Response - Japan -Storm -2024-09-21,Red Cross,High,En Route,Japan,Storm,118,"Emergency Power Units, Tarps",Film/video editor,Mrs as media garden culture amount.
291ff75d-74be-4c47-9ad3-5058b8756d6f,2007-0628-SLE,WFP Response - Sierra Leone -Explosion (Miscellaneous) -2007-12-21,WFP,Medium,En Route,Sierra Leone,Explosion (Miscellaneous),16,"Food Rations, Medical Kits",Pathologist,Vote right main newspaper pick another wife avoid pressure cost less weight describe.
f536bb22-9959-4ece-a55d-4c1eb301afbb,2007-0627-CIV,Doctors Without Borders Response - Côte d’Ivoire -Road -2007-12-17,Doctors Without Borders,Critical,Completed,Côte d’Ivoire,Road,40,"Food Rations, Water Purification Tablets",Music therapist,Must born age say item still.
8732057f-4fa8-453d-883a-031a48395945,2015-0488-USA,Red Cross Response - United States of America -Storm -2015-10-29,Red Cross,Medium,On Site,United States,Storm,60,"Emergency Power Units, Water Purification Tablets",Aid worker,Federal check writer store message structure.
8d935627-c533-41cb-b0d1-1b9bab3ec45b,2003-0622-MEX,USAID Response - Mexico -Extreme temperature -2003-12-01,USAID,Low,Completed,Mexico,Extreme temperature,10,"Medical Kits, Food Rations",Fitness centre manager,Bill catch from mention purpose week relationship.
ea387fba-dbab-4251-976e-0e8a661135a2,2004-0462-USA,Red Cross Response - United States of America -Storm -2004-09-15,Red Cross,Low,Completed,United States,Storm,72,"Emergency Power Units, Water Purification Tablets",Broadcast engineer,Purpose on feeling statement short no important color third different former record.
90231c1c-9006-49b6-aca2-72d10f1148fa,2013-0262-CHN,USAID Response - China -Flood -2013-07-21,USAID,Critical,Completed,China,Flood,35,"Food Rations, Temporary Shelters",Probation officer,Still single participant computer likely report likely else.
fbd880f3-04b9-49a0-8af9-78e5423a8da6,2002-0467-DEU,WFP Response - Germany -Flood -2002-08-11,WFP,Medium,En Route,Germany,Flood,50,"Water Purification Tablets, Temporary Shelters",Building services engineer,Arm himself wide maybe oil right recently check recent.
bbfe3516-539b-4b83-bda6-cb379da59c1a,2004-0460-TUR,WFP Response - Türkiye -Fire (Industrial) -2004-09-08,WFP,High,En Route,Turkey,Fire (Industrial),95,"Medical Kits, Food Rations",Engineer electrical,South impact fund exactly fire upon inside which information point bring program.
5f35c89a-2418-432c-abd1-032434a23ab1,2005-0787-ZAF,Doctors Without Borders Response - South Africa -Rail -2005-04-25,Doctors Without Borders,Medium,Completed,South Africa,Rail,28,"Food Rations, Medical Kits",Emergency planning/management officer,Box dream ever heavy just data until gun kid seat.
9ef202c6-af1f-4bdd-b964-a95f228f1481,2004-0011-DZA,USAID Response - Algeria -Earthquake -2004-01-10,USAID,Low,Completed,Algeria,Earthquake,119,"Water, Temporary Shelters",Video editor,Figure much debate media crime maintain hotel company offer.
0b8a7f4d-8ca3-4ced-bb0e-49cb73d5a752,2023-0877-MDV,USAID Response - Maldives -Epidemic -2023-12-01,USAID,Medium,Planned,Maldives,Epidemic,84,"PPE, Testing Supplies",Licensed conveyancer,Safe direction almost run history produce sister growth blood school smile produce value.
6dd02955-fa13-4635-9d2a-559a05911c0d,2023-0225-USA,Red Cross Response - United States of America -Flood -2023-04-12,Red Cross,Low,Planned,United States,Flood,54,"Water Purification Tablets, Temporary Shelters",Sales executive,The others dark its drop against book it short.
a6ce145a-0b53-44b5-ae46-911f15c97be5,2017-0481-TGO,Red Cross Response - Togo -Flood -2017-08-01,Red Cross,High,En Route,Togo,Flood,87,"Food Rations, Temporary Shelters",Company secretary,Cut behind very employee likely tonight.
d602176b-f2ac-4006-b33e-70e3ba18ef31,2005-0685-PAK,USAID Response - Pakistan -Explosion (Miscellaneous) -2005-12-11,USAID,Medium,On Site,Pakistan,Explosion (Miscellaneous),35,"Food Rations, Medical Kits",Production assistant radio,Start ever speech people fight Mrs result tough realize business car mention.
691e2da2-020f-4e29-bb36-71c5387fc55f,2010-0616-VEN,WFP Response - Venezuela (Bolivarian Republic of) -Flood -2010-11-25,WFP,Medium,En Route,Venezuela,Flood,46,"Food Rations, Temporary Shelters",Archaeologist,Democrat white sometimes nation admit challenge defense according interview image.
2b39d9c8-8b08-4fe4-b51e-88703f2ba70e,2000-0596-NGA,Red Cross Response - Nigeria -Flood -2000-09-01,Red Cross,High,Planned,Nigeria,Flood,13,"Temporary Shelters, Food Rations",Restaurant manager,Majority mean staff people leader seat real.
cff6b2b7-1e03-47fb-9b2e-a7138970d096,2001-0217-CHN,WFP Response - China -Mass movement (wet) -2001-05-01,WFP,Low,Completed,China,Mass movement (wet),95,"Water Purification Tablets, Food Rations",Osteopath,Scientist year commercial short gun fund spring late.
a5bf8ae5-5d69-40d0-a0ee-d117af0c221a,2017-0497-PHL,Red Cross Response - Philippines -Flood -2017-09-22,Red Cross,Medium,Completed,Philippines,Flood,16,"Food Rations, Temporary Shelters",IT technical support officer,Full some if challenge economic third team world most ask level.
ffe00e45-defd-48ac-a53f-97891a191adb,2004-0289-NIC,Red Cross Response - Nicaragua -Storm -2004-06-12,Red Cross,Low,En Route,Nicaragua,Storm,40,"Emergency Power Units, Medical Kits",Civil engineer consulting,Strong dog certainly white yet image threat mother really design.
f2d7ec85-cddc-44e0-85b7-f6b99a630eea,2008-0131-USA,WFP Response - United States of America -Flood -2008-03-17,WFP,Low,On Site,United States,Flood,58,"Hygiene Kits, Food Rations",Accountant chartered,Strong cost between pressure eye their.
0d6ce331-e446-45fc-8eec-d45bad206594,2003-0466-TUR,USAID Response - Türkiye -Road -2003-09-18,USAID,Critical,Planned,Turkey,Road,42,"Medical Kits, Water Purification Tablets",Psychologist prison and probation services,Item woman garden too effect rock data.
21332d24-2c43-4c20-b997-4307f2efab7f,2001-0669-IDN,Red Cross Response - Indonesia -Earthquake -2001-02-13,Red Cross,High,Completed,Indonesia,Earthquake,79,"Trauma Medical Kits, Water",TEFL teacher,Sit risk fine never wall example medical.
9ce7c977-0f8f-4608-b3e2-7c5ae4b2ef84,2015-0217-GHA,Red Cross Response - Ghana -Flood -2015-06-02,Red Cross,Critical,Completed,Ghana,Flood,43,"Temporary Shelters, Hygiene Kits",Warehouse manager,Hear than provide Republican assume someone.
8b556157-a5d3-4250-999b-a5afa1e518fc,2008-0247-GTM,USAID Response - Guatemala -Mass movement (wet) -2008-06-20,USAID,Medium,Completed,Guatemala,Mass movement (wet),52,"Medical Kits, Water Purification Tablets",Colour technologist,Though best local south game west throughout.
fc54e37c-2d68-4994-b46c-74bf6ffa0516,2023-0438-EST,WFP Response - Estonia -Extreme temperature -2023-07-01,WFP,Critical,En Route,Estonia,Extreme temperature,84,"Medical Kits, Food Rations",Film/video editor,Matter everyone compare reach smile democratic effect close approach letter nice foot.
b410de29-17c5-4d19-91db-f9b6894a5d40,2014-0177-CHN,Red Cross Response - China -Earthquake -2014-05-30,Red Cross,Medium,En Route,China,Earthquake,35,"Temporary Shelters, Trauma Medical Kits",Surveyor insurance,Player billion discover culture wind just magazine then style rise.
e595ad0e-611f-4d32-8f88-fe502c8b8e53,2020-0203-PHL,Red Cross Response - Philippines -Storm -2020-05-15,Red Cross,Critical,On Site,Philippines,Storm,52,"Medical Kits, Tarps",Database administrator,Worry western trip at tonight partner oil girl she party policy feeling.
34c28756-f0d1-42fe-ade3-5123617da5d9,2005-0646-LKA,UNICEF Response - Sri Lanka -Flood -2005-11-21,UNICEF,High,On Site,Sri Lanka,Flood,23,"Hygiene Kits, Temporary Shelters",Armed forces technical officer,Government who should tax provide dog significant.
811d5d9d-6312-4b3b-aa2a-6f8e6bfaa025,2001-0271-PER,Red Cross Response - Peru -Flood -2001-04-25,Red Cross,High,Planned,Peru,Flood,8,"Food Rations, Temporary Shelters",Company secretary,Ahead between way look born sing change real.
772be9d1-6cb0-44c4-9904-cdd2f92fbba2,2025-0541-VEN,USAID Response - Venezuela (Bolivarian Republic of) -Storm -2025-05-01,USAID,Medium,Planned,Venezuela,Storm,99,"Emergency Power Units, Medical Kits",Automotive engineer,Skin important go kitchen test significant lawyer.
fe082e80-793c-428d-b614-d01cc06d391e,2019-0012-IND,USAID Response - India -Water -2019-01-02,USAID,Critical,On Site,India,Water,101,"Food Rations, Water Purification Tablets",Insurance claims handler,Thought list must director idea employee yet evidence president act how identify.
07f78c46-b388-4ba4-ae57-c0babe7b7be3,2025-0749-NAM,USAID Response - Namibia -Road -2025-08-30,USAID,Critical,On Site,Namibia,Road,93,"Food Rations, Medical Kits",Therapeutic radiographer,Garden president talk class interview receive.
abab92e5-3d08-48eb-89c5-06d15d0dbab7,2005-0508-COD,Doctors Without Borders Response - Democratic Republic of the Congo -Epidemic -2005-07-29,Doctors Without Borders,Low,On Site,Congo (Kinshasa),Epidemic,8,"Cold Chain Equipment, PPE",Proofreader,Enough teach decide degree upon five personal amount simple response talk son price.
5133429d-4a87-4ac0-b135-aac1d4fa31c6,2000-0675-PAK,Red Cross Response - Pakistan -Epidemic -2000-09-01,Red Cross,High,Planned,Pakistan,Epidemic,82,"Testing Supplies, Cold Chain Equipment",Actuary,Control here answer near serve standard ask tend try best.
81e13dbd-b1ff-4282-b6c1-86784cb844b0,2025-0135-JPN,UNICEF Response - Japan -Wildfire -2025-02-27,UNICEF,Medium,Planned,Japan,Wildfire,15,"Food Rations, Medical Kits",Further education lecturer,Five involve head no myself herself recent nor carry likely.
f648d418-1915-410b-966f-a2b8acd6ca25,2018-0166-IDN,USAID Response - Indonesia -Flood -2018-03-05,USAID,Critical,On Site,Indonesia,Flood,82,"Water Purification Tablets, Temporary Shelters",Arboriculturist,West care garden none a over beat will help sure player play shoulder.
9e5bd69a-17a5-45f0-9c16-d5017564af6e,2001-0069-GTM,USAID Response - Guatemala -Road -2001-02-27,USAID,High,Completed,Guatemala,Road,23,"Food Rations, Medical Kits",Lobbyist,List though professor federal tough begin we serious wife side meeting measure hour.
b9f631a9-89c0-4632-806b-82c66da15d5b,2005-0411-CHN,Red Cross Response - China -Epidemic -2005-06-24,Red Cross,High,On Site,China,Epidemic,49,"Medicines, Testing Supplies",Transport planner,Seat fund light debate reach on debate need PM.
eab128fb-5a03-4b47-8711-31ba5346cb07,2004-0202-COL,Red Cross Response - Colombia -Flood -2004-01-01,Red Cross,Critical,Completed,Colombia,Flood,107,"Food Rations, Temporary Shelters",Warehouse manager,Country activity expect affect interest western reflect resource.
bf74fff2-359f-489f-ac87-d59b504a2479,2018-0287-CHN,USAID Response - China -Storm -2018-07-22,USAID,Critical,En Route,China,Storm,111,"Water Purification Tablets, Medical Kits",Passenger transport manager,Hope nearly but year fill forget every guess.
1d38273a-2777-4992-8d57-075643df2c48,2017-0201-CHN,USAID Response - China -Mass movement (wet) -2017-06-23,USAID,High,Completed,China,Mass movement (wet),116,"Food Rations, Medical Kits",Financial manager,Include prepare she summer brother also buy firm against western military recognize.
afc8eb84-adf0-457a-ab0c-f344e7e24c8b,2017-0359-IND,USAID Response - India -Rail -2017-08-19,USAID,Critical,Planned,India,Rail,5,"Water Purification Tablets, Medical Kits",Politician's assistant,Fire people hard section those artist easy.
a4bde095-2826-4e5b-9ea7-69021014f227,2003-0114-ZWE,USAID Response - Zimbabwe -Storm -2003-03-07,USAID,Critical,En Route,Zimbabwe,Storm,30,"Water Purification Tablets, Tarps",Forest/woodland manager,Send skin card along fear recently word.
b4e09015-aaf9-4e30-96b1-9afd2a8f7a97,2005-9277-VNM,WFP Response - Viet Nam -Drought -2005-05-01,WFP,Low,On Site,Vietnam,Drought,111,"Livelihood Support Kits, Water Containers",Optician dispensing,Way far traditional final success likely senior success down.
eaeef17f-8ada-4bf2-b91e-790d2ac4b070,2022-0732-THA,Red Cross Response - Thailand -Flood -2022-11-08,Red Cross,Medium,Planned,Thailand,Flood,106,"Food Rations, Temporary Shelters",Pension scheme manager,Hour research including own forward example recent happen TV new.
4c1aba35-7e03-4332-bc24-71c9e21f2d74,2007-0071-VNM,Red Cross Response - Viet Nam -Road -2007-02-08,Red Cross,Critical,Planned,Vietnam,Road,88,"Medical Kits, Water Purification Tablets",Print production planner,Energy number maybe already ok list shake responsibility you list listen rule security.
00ab5d63-ea83-4251-b359-2ead494e5ae4,2007-0428-CIV,Red Cross Response - Côte d’Ivoire -Flood -2007-07-27,Red Cross,Medium,Planned,Côte d’Ivoire,Flood,20,"Food Rations, Water Purification Tablets",Fish farm manager,Certainly but against any officer blue else mission too without evening.
2d616da1-af60-4d68-b084-bb54e5ad9261,2004-0662-AUS,Red Cross Response - Australia -Flood -2004-12-08,Red Cross,Critical,Completed,Australia,Flood,116,"Food Rations, Water Purification Tablets",Geochemist,Simple bill exist easy season industry among win simple.
3d17e59a-9769-406c-aa97-f80a382d3c1a,2019-0048-MWI,Red Cross Response - Malawi -Flood -2019-01-01,Red Cross,High,Planned,Malawi,Flood,113,"Food Rations, Temporary Shelters",Phytotherapist,Bank sister along middle store quite I.
9ba49193-7dc3-4fb1-8a2c-896fbbce1f8f,2000-0448-VNM,UNICEF Response - Viet Nam -Storm -2000-07-10,UNICEF,High,Completed,Vietnam,Storm,117,"Tarps, Water Purification Tablets",Designer blown glass/stained glass,Why ground price strategy six current large herself.
a854d828-858e-422c-b3bc-77e9297e62c8,2017-0525-PHL,WFP Response - Philippines -Storm -2017-12-16,WFP,High,Completed,Philippines,Storm,86,"Water Purification Tablets, Medical Kits",Quantity surveyor,Heart form glass have house final tonight successful defense today available professor.
3007eddc-7838-4f61-a9e2-e20155e8c0f7,2009-0041-ARG,WFP Response - Argentina -Mass movement (wet) -2009-02-09,WFP,Low,En Route,Argentina,Mass movement (wet),103,"Medical Kits, Water Purification Tablets",Financial planner,Young bring magazine degree medical college station big everyone outside.
7c2cfde2-61d6-446e-989a-a7ba3fec557d,2020-0218-SLV,WFP Response - El Salvador -Storm -2020-05-31,WFP,High,On Site,El Salvador,Storm,110,"Medical Kits, Water Purification Tablets",Psychotherapist,Car fine form always within officer.
dcfe8cfa-1aba-42c0-a643-101805b5d392,2023-0522-CHN,USAID Response - China -Earthquake -2023-08-05,USAID,Low,On Site,China,Earthquake,110,"Temporary Shelters, Water",Housing manager/officer,Focus rate least concern benefit mean network create its.
f688e93f-dca7-40f3-8111-64f6d62f033f,2004-0377-LKA,UNICEF Response - Sri Lanka -Epidemic -2004-07-28,UNICEF,High,Completed,Sri Lanka,Epidemic,57,"PPE, Cold Chain Equipment",Actor,Purpose history least voice hold single certainly major bring his good else.
c0ee107b-e87d-45b4-8f5a-0779c932efa8,2023-0074-BFA,WFP Response - Burkina Faso -Collapse (Industrial) -2023-02-09,WFP,Medium,En Route,Burkina Faso,Collapse (Industrial),106,"Medical Kits, Food Rations",Merchandiser retail,Property state wind degree him wrong parent interest significant most population middle most.
eb375e99-dc2f-4b67-9443-4c9634785f6d,2016-0257-CHN,WFP Response - China -Flood -2016-07-18,WFP,Low,En Route,China,Flood,7,"Food Rations, Hygiene Kits",Naval architect,Big for difference stage degree even any carry late test above threat.
02b6396e-bf0f-49ef-bc99-dff1baeb6e0c,2004-0658-MLI,Doctors Without Borders Response - Mali -Road -2004-12-25,Doctors Without Borders,Medium,Completed,Mali,Road,118,"Water Purification Tablets, Food Rations",Land/geomatics surveyor,Agree air media imagine everyone wife study wear more.
dbd3ee69-2e6d-4a00-9841-4d067e4523cf,2002-0254-NGA,USAID Response - Nigeria -Air -2002-05-04,USAID,Low,Planned,Nigeria,Air,33,"Food Rations, Water Purification Tablets",Occupational therapist,Staff response drive card population product.
29644480-4715-40b8-817f-f547a7aabdc2,2007-0300-IRN,UNICEF Response - Iran (Islamic Republic of) -Water -2007-07-14,UNICEF,High,En Route,Iran,Water,31,"Food Rations, Medical Kits",Sales executive,Provide two not particularly trade as protect.
a2c400bf-f21e-4374-b553-1e24d40e6b78,2009-0192-PHL,UNICEF Response - Philippines -Mass movement (wet) -2009-05-18,UNICEF,Low,Planned,Philippines,Mass movement (wet),104,"Medical Kits, Water Purification Tablets",Recruitment consultant,Newspaper outside ago beautiful sometimes call key fund almost develop outside other later.
139cac6d-b7e2-49a1-b92c-b5541abde293,2008-0225-VEN,Doctors Without Borders Response - Venezuela (Bolivarian Republic of) -Road -2008-06-03,Doctors Without Borders,Low,Planned,Venezuela,Road,65,"Water Purification Tablets, Medical Kits",Firefighter,Rock a budget point change commercial teacher continue public radio.
1ac0c4a0-0cd1-4a63-a473-1b6b46d7fa3b,2001-0708-CHN,Red Cross Response - China -Explosion (Industrial) -2001-12-30,Red Cross,Low,Planned,China,Explosion (Industrial),105,"Water Purification Tablets, Medical Kits",Scientist biomedical,Yeah ten little generation series idea just will young between let its.
9d750f04-6ddd-41b6-ba68-d861912cc9d1,2005-0607-IND,Red Cross Response - India -Rail -2005-10-29,Red Cross,Medium,On Site,India,Rail,8,"Food Rations, Medical Kits",Hospital pharmacist,Staff each population authority lot tough difference party interview among ahead.
3a837214-142b-4d75-a3e2-1d01762e7e4c,2013-0007-IDN,WFP Response - Indonesia -Flood -2013-01-17,WFP,High,On Site,Indonesia,Flood,25,"Hygiene Kits, Temporary Shelters",Engineering geologist,Guess unit blood either and over surface picture inside.
82f9ca5c-a67d-40bc-a7e8-b9313743d323,2003-0011-USA,USAID Response - United States of America -Air -2003-01-08,USAID,Low,Planned,United States,Air,109,"Food Rations, Medical Kits",Database administrator,Five difficult them hit hour set attention us indicate possible local forward region.
613676a6-710e-486e-bfd4-31e67b16f07b,2009-0276-JPN,USAID Response - Japan -Mass movement (wet) -2009-07-26,USAID,High,En Route,Japan,Mass movement (wet),120,"Medical Kits, Food Rations",Embryologist clinical,Lawyer form customer agency seek man cell.
eca6e49d-8508-42f9-85b3-7208cc1385ab,2024-0703-MLI,WFP Response - Mali -Flood -2024-06-01,WFP,Critical,On Site,Mali,Flood,94,"Water Purification Tablets, Food Rations",Immigration officer,Live term yard animal husband address close himself into exist.
682ba338-8242-41a5-a65c-3599c39af468,2004-0207-UKR,USAID Response - Ukraine -Rail -2004-05-16,USAID,Medium,On Site,Ukraine,Rail,53,"Medical Kits, Water Purification Tablets",Psychologist counselling,Chance southern actually card here response particular shoulder raise history specific law activity.
2619572a-1d07-418e-882c-2a58254acd31,2004-9704-PRT,UNICEF Response - Portugal -Drought -2004-09-01,UNICEF,Low,On Site,Portugal,Drought,20,"Water Containers, Nutrition Supplements",Adult guidance worker,Seek rich quickly history human modern population factor make appear card.
bd20140b-4369-459c-ad48-dc584698755c,2008-0563-USA,Doctors Without Borders Response - United States of America -Extreme temperature -2008-12-11,Doctors Without Borders,High,Planned,United States,Extreme temperature,15,"Medical Kits, Food Rations",Personnel officer,Four even method wish six its quickly light until soldier.
ed8bf5a8-1db4-409e-b800-ddd0962a3e78,2011-0052-EGY,WFP Response - Egypt -Collapse (Miscellaneous) -2011-02-11,WFP,Critical,On Site,Egypt,Collapse (Miscellaneous),92,"Water Purification Tablets, Medical Kits",Broadcast journalist,Them at whom fact successful success environment increase here smile.
2fb46e35-f859-4b5a-9d19-7578d187944c,2015-0284-PHL,USAID Response - Philippines -Flood -2015-07-12,USAID,Critical,En Route,Philippines,Flood,114,"Hygiene Kits, Temporary Shelters",Patent attorney,Themselves stage adult hour able pay when identify all plan ahead time among.
9eaad5b7-2f11-45f9-a233-18293cf9c699,2021-0481-SSD,WFP Response - South Sudan -Flood -2021-05-01,WFP,Low,Completed,South Sudan,Flood,91,"Food Rations, Temporary Shelters",Community arts worker,Cold forget once reveal effect man right.
